,Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1324,1325,8,2006,2007,1602,1680,1795,2,7,3,757,147000
1325,1326,5,1925,1950,796,796,796,1,5,0,0,55000
1326,1327,5,1931,2006,637,774,774,1,6,0,0,79000
1327,1328,5,1982,2008,816,816,816,1,5,1,264,130500
1328,1329,6,1925,1950,1510,1584,2158,2,8,2,520,256000
1329,1330,7,1998,1998,935,955,1632,2,8,2,462,176500
1330,1331,8,2006,2006,1588,1588,1588,2,7,3,757,227000
1331,1332,5,1976,1976,911,954,954,1,6,2,576,132500
1332,1333,5,1938,1958,816,816,816,1,3,1,288,100000
1333,1334,5,1938,1995,803,803,1360,1,6,1,297,125500
1334,1335,5,1970,1970,765,765,1365,1,7,2,440,125000
1335,1336,6,1977,1977,1350,1334,1334,2,6,2,630,167900
1336,1337,5,1973,1973,1602,1656,1656,2,8,2,506,135000
1337,1338,5,1941,1950,693,693,693,1,4,0,0,52500
1338,1339,7,2002,2002,916,920,1861,2,8,2,492,200000
1339,1340,5,1972,1972,864,864,864,1,5,1,288,128500
1340,1341,5,1971,1971,858,872,872,1,5,3,480,123000
1341,1342,6,2003,2004,1114,1114,1114,1,6,2,576,155000
1342,1343,8,2002,2002,1284,1284,2158,2,7,2,647,228500
1343,1344,6,1928,1950,896,1172,1913,1,9,2,342,177000
1344,1345,7,2006,2006,728,728,1456,2,8,2,440,155835
1345,1346,5,1925,1950,960,960,960,1,5,1,308,108500
1346,1347,7,1968,2003,1568,1680,2156,2,9,2,508,262500
1347,1348,8,2006,2007,1602,1680,1776,2,7,3,712,283463
1348,1349,7,1998,1998,1482,1494,1494,2,5,2,514,215000
1349,1350,8,1925,1987,684,938,2158,2,8,0,0,122000
1350,1351,5,1969,1969,1248,1338,2158,2,9,3,757,200000
1351,1352,6,1962,1962,858,858,1716,1,8,2,490,171000
1352,1353,6,1937,2000,698,786,1176,1,4,2,624,134900
1353,1354,8,1995,1996,1602,1680,2158,2,9,3,666,410000
1354,1355,7,2000,2000,992,992,1865,2,7,3,757,235000
1355,1356,7,1968,1992,637,1222,1920,3,8,2,487,170000
1356,1357,5,1966,1966,864,892,892,1,5,1,264,110000
1357,1358,5,1971,2008,1078,1078,1078,1,6,2,500,149900
1358,1359,6,2000,2000,756,769,1573,2,5,2,440,177500
1359,1360,9,2004,2005,1602,1680,1980,2,8,3,757,315000
1360,1361,5,1925,1998,637,990,2158,3,8,2,621,189000
1361,1362,7,2005,2005,1530,1530,1530,2,7,2,430,260000
1362,1363,5,1925,2007,715,1281,1738,2,7,1,368,104900
1363,1364,6,2006,2007,637,616,1412,2,6,2,432,156932
1364,1365,7,2005,2005,637,520,1200,2,4,2,480,144152
1365,1366,7,2000,2000,814,814,1674,2,7,2,663,216000
1366,1367,7,1999,1999,873,882,1790,2,7,2,588,193000
1367,1368,5,1977,1977,757,925,1475,2,6,1,336,127000
1368,1369,6,2003,2004,848,848,848,1,4,2,420,144000
1369,1370,8,2003,2003,1602,1668,1668,2,8,2,502,232000
1370,1371,5,1925,1950,840,840,1374,1,6,1,338,105000
1371,1372,6,1955,1996,992,1661,1661,1,8,1,377,165500
1372,1373,7,1998,1998,1108,1108,2097,2,8,2,583,274300
1373,1374,10,2001,2002,1602,1680,2158,2,8,3,757,466500
1374,1375,7,2005,2005,1026,1026,1958,2,9,3,757,250000
1375,1376,8,2007,2007,1571,1571,1571,2,7,3,722,239000
1376,1377,6,1930,1950,768,790,790,1,4,1,160,91000
1377,1378,5,1941,1960,984,984,1604,2,6,2,660,117000
1378,1379,6,1973,1973,637,483,987,1,5,1,264,83000
1379,1380,5,2006,2007,637,754,1394,2,7,2,400,167500
1380,1381,5,1925,1950,864,864,864,1,5,1,200,58500
1381,1382,6,1970,1970,1205,1680,2117,2,7,2,550,237500
1382,1383,7,1925,1950,637,998,1762,1,8,2,576,157000
1383,1384,5,1925,2007,816,1416,1416,2,7,2,576,112000
1384,1385,6,1939,1950,637,698,1258,1,6,1,280,105000
1385,1386,5,1925,2007,796,796,1154,1,7,1,240,125500
1386,1387,7,1978,1978,1392,1392,2158,3,9,2,564,250000
1387,1388,6,1925,1950,714,1664,2158,2,9,1,216,136000
1388,1389,9,2006,2007,1602,1680,1746,2,7,3,757,377500
1389,1390,6,1941,1950,735,869,1218,1,6,2,440,131000
1390,1391,7,2000,2000,1525,1525,1525,2,6,2,541,235000
1391,1392,5,1967,1967,1584,1584,1584,2,8,3,757,124000
1392,1393,5,1967,1967,864,900,900,1,6,1,288,123000
1393,1394,6,1925,2000,637,1221,1912,2,7,2,672,163000
1394,1395,7,2006,2006,1356,1500,1500,2,6,3,648,246578
1395,1396,8,2005,2006,1094,1133,2158,2,9,3,642,281213
1396,1397,5,1948,1950,747,1680,1687,1,7,2,572,160000
1397,1398,5,1925,2004,939,939,1513,1,8,1,180,137500
1398,1399,5,1950,1982,1208,1136,1904,1,7,1,240,138000
1399,1400,6,1925,1990,976,1160,1608,2,7,1,216,137450
1400,1401,6,1929,1950,862,950,1158,1,5,1,208,120000
1401,1402,6,2004,2004,839,864,1593,2,8,2,398,193000
1402,1403,7,2006,2006,1286,1294,1294,2,6,2,662,193879
1403,1404,8,2007,2007,1485,1464,1464,2,6,3,754,282922
1404,1405,5,1925,1950,672,694,1214,1,6,3,757,105000
1405,1406,8,2004,2005,1594,1646,1646,2,5,2,482,275000
1406,1407,5,1972,2007,768,768,768,1,5,2,396,133000
1407,1408,5,1985,1985,833,833,833,1,5,0,0,112000
1408,1409,5,1925,1950,637,741,1363,1,6,2,528,125500
1409,1410,7,1986,1991,791,1236,2093,2,7,2,542,215000
1410,1411,7,2001,2001,944,944,1840,2,6,2,622,230000
1411,1412,6,1950,2005,856,1112,1668,1,6,1,271,140000
1412,1413,5,1949,1950,637,1040,1040,2,6,2,420,90000
1413,1414,8,2005,2006,1602,1680,1844,2,7,2,620,257000
1414,1415,6,1925,2000,833,1053,1848,1,8,2,370,207000
1415,1416,7,2007,2007,1386,1569,1569,2,7,3,660,175900
1416,1417,5,1925,1950,777,1246,2158,2,9,2,560,122500
1417,1418,8,1998,1998,1284,1310,2158,2,7,3,757,340000
1418,1419,5,1963,1963,1144,1144,1144,1,6,1,336,124000
1419,1420,6,1969,1969,1602,1680,1844,2,7,2,540,223000
1420,1421,6,1968,1968,708,708,1416,2,7,2,757,179900
1421,1422,6,1977,1977,1069,1069,1069,2,4,2,440,127500
1422,1423,6,2003,2003,848,848,848,1,3,2,420,136500
1423,1424,6,1966,1966,697,1575,2158,2,8,2,432,274970
1424,1425,5,1958,1983,1024,1344,1344,1,6,1,484,144000
1425,1426,6,1959,1959,1252,1252,1252,1,7,2,528,142000
1426,1427,7,1994,1994,1223,1223,2127,2,5,2,525,271000
1427,1428,5,1945,1950,913,1048,1558,1,6,1,288,140000
1428,1429,5,1940,1992,788,804,804,1,4,1,240,119000
1429,1430,6,1981,1981,1440,1440,1440,2,7,2,467,182900
1430,1431,5,2005,2005,732,734,1838,2,7,2,372,192140
1431,1432,6,1976,1976,958,958,958,2,5,2,440,143750
1432,1433,5,1927,2007,656,968,968,2,5,1,216,64500
1433,1434,6,2000,2000,936,962,1792,2,8,2,451,186500
1434,1435,5,1977,1977,1126,1126,1126,2,5,2,484,160000
1435,1436,6,1962,2005,1319,1537,1537,1,7,2,462,174000
1436,1437,5,1971,1971,864,864,864,1,5,2,528,120500
1437,1438,8,2008,2008,1602,1680,1932,2,7,3,757,394617
1438,1439,6,1957,1996,912,1236,1236,1,6,2,757,149700
1439,1440,7,1979,1979,637,1040,1725,2,6,2,550,197000
1440,1441,6,1925,1994,637,1423,2158,2,9,2,672,191000
1441,1442,6,2004,2004,848,848,848,1,3,2,420,149300
1442,1443,10,2008,2008,1017,1026,2007,2,9,3,757,310000
1443,1444,6,1925,1950,952,952,952,1,4,1,192,121000
1444,1445,7,2004,2004,1422,1422,1422,2,7,2,626,179600
1445,1446,6,1966,1966,814,913,913,1,6,1,240,129000
1446,1447,5,1962,1962,1188,1188,1188,1,6,1,312,157900
1447,1448,8,1995,1996,1220,1220,2090,2,8,2,556,240000
1448,1449,5,1925,2000,637,796,1346,1,6,1,384,112000
1449,1450,5,1970,1970,637,630,630,1,3,0,0,92000
1450,1451,5,1974,1974,896,896,1792,2,8,0,0,136000
1451,1452,8,2008,2009,1573,1578,1578,2,7,3,757,287090
1452,1453,5,2005,2005,637,1072,1072,1,5,2,525,145000
1453,1454,5,2006,2006,1140,1140,1140,1,6,0,0,84500
1454,1455,7,2004,2005,1221,1221,1221,2,6,2,400,185000
1455,1456,6,1999,2000,953,953,1647,2,7,2,460,175000
1456,1457,6,1978,1988,1542,1680,2073,2,7,2,500,210000
1457,1458,7,1941,2006,1152,1188,2158,2,9,1,252,266500
1458,1459,5,1950,1996,1078,1078,1078,1,5,1,240,142125
1459,1460,5,1965,1965,1256,1256,1256,1,6,1,276,147500
